rewire_id,text,label
kenya2022_english-306,RT [USER]: As A Nation KENYA Has One ENEMY.👉  RUTO [URL],
kenya2022_english-307,Kenya is always ready to stand up for everyone except it’s citizens.   #AzimioLaUmoja #KenyaKwanza [URL],
kenya2022_english-308,BREAKING: Chief Looter William Ruto fired as Jubilee Deputy Party Leader!   GOOOOOD!  #MbelePamoja #JubileeNiSisi #TheRedArmy [URL],
kenya2022_english-309,CHARITY NGILU urges Kamba electorate not to attend DP RUTO’s rallies – Spit saliva at him because he is evil!! [URL],
kenya2022_english-310,Kieleweke orphans and those ODM COWS can now explain to us how DR WILLIAM RUTO has no International network and when did his Global travel ban was removed ? [URL],
kenya2022_english-311,[USER] What autonomy? 👇🏿 DP William Ruto orders arrest of suspects fanning ethnic conflicts [URL],
kenya2022_english-312,My Fellow KENYANS 🇰🇪  our country Is bigger than anyone in this country.  #SaganaDeclaration #AzimioLaUmoja #UhuruWetu #IgnoreSafaricom [USER]  is Our 5th President #Inawezekana 💪 [URL],
kenya2022_english-313,"This chapos are cute fr, wish I was in Nairobi",
kenya2022_english-314,[USER] RAILA has started fighting kikuyus early.....,
kenya2022_english-315,The Peoples'  governor (F³)  rocking pale Kasarani 🔥.,
kenya2022_english-316,[USER] Human rights Ruto mole and corruption promoter could be the best description they missed [USER],
kenya2022_english-317,ODM is Raila's personal property if not he should face Wanjigi in nominations,
kenya2022_english-318,"Ruto if man enough should resign from Government now now. But being what we all know a sympathy addict hawezi till thrown out,",
kenya2022_english-319,"Hes our 5th, that statement was to defend raila nonsense[USER]",
kenya2022_english-320,[USER] see how your UDA king is being mudded!,
kenya2022_english-321,[USER] Millions of kenyans. Wewe unapenda ku argue with facts. Evidence iko raila is always voted to opposition because of his violence and  primitive luos stupidity,
kenya2022_english-322,This is risky! So anybody can fly an air craft just like that? #SaganaDeclaration #IgnoreSafaricom,
kenya2022_english-323,[USER] [USER] Hustler Dr William Samoei Arap Ruto is our man. Mzee QASSIM is bad for Kenya,
kenya2022_english-324,[USER] You confuse Ruto with your illiterate senior Mpuru🤣,
kenya2022_english-325,[USER] Tangatanga apologists are amazing with their armchair analysis,
kenya2022_english-326,[USER] So it's WSR who knows where this country should be but not the kitendawili man,
kenya2022_english-327,"Inooro radio~ruto using govt resources to campaign, so is Mzee qassim, bure kabisah",
kenya2022_english-328,[USER] You'll vote for Raila and eat from Arap mashamba,
kenya2022_english-329,"Now you think KIKUYUS are petty and foolish as LUOS wenye wanabebewa akili na Raila? They've gone there for money, nothing like #SaganaDeclaration",
kenya2022_english-330,RT [USER]: Hii hukua up there na racists saying they got black friends lmao,
kenya2022_english-331,that's right ruto-ya 😂,
kenya2022_english-332,Please 🥺 he is a babie 😭😭😭😭,
kenya2022_english-333,I bet the so called declaration has made Ruto stronger,
kenya2022_english-334,"[USER] Post sagana effect, Mt Kenya hate Raila with passion.",
kenya2022_english-335,[USER]  Carrying Kenians as babies.... Lies reloaded!!!,
kenya2022_english-336,[USER] He admires to thrive on hatred. Finya huyo Ruto hana adabu,
kenya2022_english-337,[USER] [USER] 😁I love your hate.,
kenya2022_english-338,the ruto part HAHAHAHAHHAHAHA well its true tho,
kenya2022_english-339,[USER] Correction raila is an engima!!the other one is a mmmmmmmh nimalizie plz,
kenya2022_english-340,This must be blamed on Ruto.😂😂,
kenya2022_english-341,Now its over we kenyans will take the dynasty back home,
kenya2022_english-342,We are not betraying wanyoyi for Ngatia. You migrants keep off Nairobi politics,
kenya2022_english-343,"Yes,,, it will Happen. INAWEZEKANA!!!",
kenya2022_english-344,[USER] Suck on that KENYA 🇰🇪  In your face you griddy bustards [USER],
kenya2022_english-345,[USER] Only a mganga can perform such 🤣🤣🤣🤣🤣🤣🤣,
kenya2022_english-346,#StateProject officially unvailed [USER] now the Uhuru's puppet!,
kenya2022_english-347,"The Azimio storm is on beware, will sweep UDAku party to oblivion",
kenya2022_english-348,[USER] but want to be Ruto slaves amazing. your better of with your tribesman trust me!,
kenya2022_english-349,Am very corrupt pliz elect me so that I can loot more.,
kenya2022_english-350,[USER] It is somehow possessed by evil Raila spirits,
kenya2022_english-351,[USER] Wewe hujui feelings ninnini. Raila is cornered. The corruption sanitiser in kenya is hated by  kenyans except foolish luos,
kenya2022_english-352,I cannot wish well to this prostitute who ate money for the sick,
kenya2022_english-353,"[USER] Peleka ujinga mbali...Your father was Raila's project,Just shut the F up.",
kenya2022_english-354,"[USER] And some serial idiots with Raila phobia, we want to punish Uhuru.",
kenya2022_english-355,[USER] Neither Raila for kiberians,
kenya2022_english-356,If he wanted to address the nation angefanyia state house. Everybody knew it was kikuyu affair. Anyway #Rutothe5th,
kenya2022_english-357,Is this not Frasha?,
kenya2022_english-358,"Sasa, hiyo pesa itarudi kwa campaign. To paint the nation yellow and full of wheelbarrows",
kenya2022_english-359,[USER] [USER] A jaluo hurting. We will never vote that raila thief,
kenya2022_english-360,[USER] [USER] GOOD! NOW SWEAR RUTO INTO STATEHOUSE IMMEDIATELY! FUDAH!,
kenya2022_english-361,[USER] Still kicking the dark luo down.raila will only win in nyanza,
kenya2022_english-362,Everything about #Azimio is Raila Odinga from the song  etc. I hate this Odingaism #JubileeNDC,
kenya2022_english-363,Of course Ruto 🥰,
kenya2022_english-364,Their goods are also well arranged but ruto😭 HAHAHAHAHA,
kenya2022_english-365,[USER] Hebu mpeleke campaigns kwa mosque. Do the least done by anyone,
kenya2022_english-366,"[USER] Your government will be a nusu mkate with Uhuru,we now know",
kenya2022_english-367,"[USER] NEITHER WILL RAILA,take this to the nearest BROTHEL,…where you work!!",
kenya2022_english-368,[USER] ask ruto who lied to you and voted him in the last elections.,
kenya2022_english-369,"Kibet,don't force it",
kenya2022_english-370,Expecting kiuks to vote for Ruto to the last man is dreaming.,
kenya2022_english-371,[USER] Kenyans have decided Sir! Unfortunately for you.... inawezekana!,
kenya2022_english-372,Someone was bought to go and read Udaku speeches in hotels,
kenya2022_english-373,It's because people want to punish Uhuru. A very weird approach to life.,
kenya2022_english-374,wait... but wtf ruto?!!,
kenya2022_english-375,Lmaooooo... your wahesh are wildin on this app 😆😆😆! Ya!,
kenya2022_english-376,Wanjigi The 5th 💉,
kenya2022_english-377,"[USER] 😁 😁 The Coalition Of Thieves,",
kenya2022_english-378,Ask your wife and mama as well to vote for that looser,
kenya2022_english-379,Uhuru will continue to control his PUPPET (Raila),
kenya2022_english-380,[USER] And mount Kenya people are stupid like raila and u,
kenya2022_english-381,"We blame Raila, Russia and Ukraine ☠️",
kenya2022_english-382,[USER] [USER] Since a non mganga like u refused to read it,
kenya2022_english-383,0104 deep in the blood they always got each others 🫂,
kenya2022_english-384,It was until mganga brought in his witchcraft,
kenya2022_english-385,"[USER] They will see fire, ruto all the way",
kenya2022_english-386,"RT [USER]: 8. After Sagana 3, Kikuyus will hate Ruto. Which other stupid prophesies did cows believe?  #FakeProphets",
kenya2022_english-387,"So all along since 1989, we have had a land surveyor masquerading as an economist in the person of Musalia Mudavadi.",
kenya2022_english-388,RT [USER]: Today IDIOTS and thick ZOMBIES blogging for William Ruto are abusing Hon. Kalonzo allover. The Wiper leader like any other hum…,
kenya2022_english-389,RT [USER]: [USER] Ok...I hope they will not blame  [USER] this time around! Azimio is a coalition of evil against the…,
kenya2022_english-390,"RT [USER]: Dangerous path to destroy Kenya is as follows:  KANU, [USER], UDP join One Kenya Alliance (OKA)/coalition. OKA joins…",
kenya2022_english-391,"[USER] One thing I love about Raila ,he's never bothered to respond to this crook of a ""lawyer""",
kenya2022_english-392,"RT [USER]: Cursed be any Kikuyu who will vote for Raila, the engineer of all evil that has plagued Kikuyu nation since 1997. Curs…",
kenya2022_english-393,[USER] I saw Sudi shamelessly cuddling you while you are a married woman! Stop the hypocrisy and allow the President to preach the truth! You are supporting those dishonest preachers because they support Ruto! Let them preach the truth!,
kenya2022_english-394,"[USER] [USER] [USER] If ruto wins, Kenyans should just prepare for suffering just like his teacher does to Uganda",
kenya2022_english-395,[USER] Kenyans should be sending Deputy President William Ruto home packing . That's what your tweet should have read.,
kenya2022_english-396,"If Mudavadi is just a mere Dog to [USER], what does he consider the rest of the Mulembe nation! Western voters be woke!",
kenya2022_english-397,"RT [USER]: [USER] You might hate Raila and his people but when it comes to personal health matters, kindly be sensitive, mature and…",
kenya2022_english-398,"RT [USER]: William Ruto has succeeded where Moi, Oginga and Raila failed. He has completely dismantled Kikuyu political dominance in Ken…",
kenya2022_english-399,"ODM na Azimio la fujo will drag Jimmy Wanjigi soon. They've been doing this to anyone posing a threat to their god, Raila. Magerer Langat was there, Abdulswamar tasted some yesterday. AFRO-Cinema continues shortly...",
kenya2022_english-400,William Ruto promised to that women were to no longer use jembes to till their lands because the government would import tractors. ziko wapi? #PromiseAfterPromise,
kenya2022_english-401,[USER] [USER] Find something else to do [USER] insulting the kenyattas and odingas will not pay your daily bills instead you will continue staying in canada,
kenya2022_english-402,"[USER] Kikuyus out here trying to look smart saying they'll vote for Ruto. You voted Uhuru thrice and you are complaining about him now. Vote whoever you want, we will be buying gas for the same price at the gas station.",
kenya2022_english-403,"I agree with you mr. kenyatta. If it were somebody else known by Kenyans, the country would have gone to the dogs in 2007",
kenya2022_english-404,[USER] The Earthquake is here to stay. People should just get used to the unpredictable Mudavadi!,
kenya2022_english-405,[USER] What about calling out uhuru for sponsoring small tribal parties and forcing them to join azimio? To me azimio is not a party. It's  an election bus to make raila president. Period.,
kenya2022_english-406,"[USER] So saying the truth automatically makes one a ruto supporter Sycophancy is truly a disease desist from it, the earlier the better",
kenya2022_english-407,Raila is a curse in Kikuyu nation no amount of money or persuasion can change this grandmum!,
kenya2022_english-408,[USER] [USER] Watch how he talked at the latest AU summit in Ethiopia.He was reading nothing and the audience applauded after he finished and the mc who was a white said'that is actually great and awesome'.,
kenya2022_english-409,"[USER] Ruto is Kenya's worst myth,, his lying tongue is unmatchable,, this sugoian should be avoided like a plague",
kenya2022_english-410,"Jubilee Is a party of bitter conmen who see William Ruto as a threat to their fradulent businesses, Uhuru Kenyatta is a hypocrite and A tribalist .   #MbelePamoja",
kenya2022_english-411,"RT [USER]: What those Nyeri women said about Raila yesterday is so bad bana, you can't hate a human being that much.",
kenya2022_english-412,"[USER] Even if [USER] becomes president ,he will be a ceremonial one with those installing him controlling the state..interesting times ahead. Poor kenyans will always remain to be the losers!! The country is headed in the wrong direction",
kenya2022_english-413,In this delegation there must be NIS officials or else they will tail them abroad and bug their venues. Deep state must always be one step ahead [USER] [USER],
kenya2022_english-414,"All Kikuyus should watch [USER] and see how [USER] is treating their own son [USER] so sad,[USER] will value you when he just needs you but once you opt for better he will hate you and try to bring you down, bad friend",
kenya2022_english-415,[USER] If he never knew ODM has owners now he knows. Joho experienced the wrath of Raila's Men In Black hoodlums and since then he only sings 'baba' praises.,
kenya2022_english-416,"[USER] its not yet 12 hours since you denied being a Ruto blogger on JKL, have you no shame?",
kenya2022_english-417,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Will you now pay the Kikuyu investors whose lorries you ordered burnt? Or this is too much to ask?  #Raila #Uhuru #Ruto #Wanjigi,
kenya2022_english-418,[USER] I guarantee you that Ruto cannot win uasin gishu senate. Even Mandago only beat buzeki because Raila asked his supporters to vote Mandago. Eldoret town and it's satellite areas are mixed tribes. He should try Nandi county,
kenya2022_english-419,It’s Ruto’s First Shot At Presidency and he’s going to Bag 💼 it . Hard for Uhuru to Comprehend but it is what it is !,
kenya2022_english-420,RT [USER]: Ruto is a killer take a look at this video how mt kenya region was attacked by william samoe ruto #SaganaDeclaration #…,
kenya2022_english-421,[USER] Are you not the son of that man who rigged Raila out? Give us a break bwana,
kenya2022_english-422,[USER] Not stepped down but removed to pave  way for a total Kikuyu take over of Jubilee. Where is Kutuny ? No more Ruto bashing.,
kenya2022_english-423,i still cant imagine we changed the constitution in 2008/2009 to create a post for Raila Odinga. this country is run like a kiosk.,
kenya2022_english-424,[USER] Ruto is a billionaire Kalenjin . We want a billionaire from another tribe apart from Kikuyu or Kalenjin to lead the nation.,
kenya2022_english-425,"[USER] Correction, Raila was responding to Kenyans demanding for #lowerfoodprices , not to the Kenya Kwanza team!! Raila called hungry Kenyans dogs - simple.",
kenya2022_english-426,"RT [USER]: [USER] So according to you, anybody who supports Raila is from Luo Nyanza? 🤣🤣🤣🤣 What a pity...you even refer to Kikuy…",
kenya2022_english-427,"[USER] Almost 45milion Kenyans are going to vote for Ruto, Kenyans are not ""Zilly""they can't vote for a project, get it from me.. it's simple!! Viva!!",
kenya2022_english-428,I don’t understand how Kenyans r so unable to c the danger Ruto possesses to national security? #WhoWantsUhuruDead,
kenya2022_english-429,"[USER] The only greatest fear is accepting to be the most stupid to support Raila for the third time as per his confession, what one confesses always happened to him or her...👅 A tongue is a small part but destroys the entire forest!😎",
kenya2022_english-430,"When you are the new gringo in the kitchen, and thought they were saying pinga instead of tinga only to find out later that you were labeling it a slang term for penis....",
kenya2022_english-431,"[USER] I agree with the ""kaa ngumu"" part. The same hard stance he held in 2008 when Kenyans were butchering each other but he insisted Raila must ""kaa ngumu""",
kenya2022_english-432,"How much is [USER] being paid to spread Ruto lies? Lies, Hate, Rage and propaganda... That's how little he thinks of North Eastern folks after unsuccessfully trying to auction them to Sugoi.",
kenya2022_english-433,"RT [USER]: They are reviving the Kiambaa massacre today to show how evil William Ruto is. However, we all know that Raila sponsored the…",
kenya2022_english-434,RT [USER]: Look at those Tribal Parties paraded at KICC to fight DP William Ruto. The guy is making them have sleepless nights,
kenya2022_english-435,[USER] This is the joke of the day😃 who doesn't know you're Ruto's LACKEY,
kenya2022_english-436,"Na ifikie Uhuru na Raila. The fellow (Raila) got circumcised at 60 ,he is yet to heal. And we are being told to follow him .The mountain women have refused.",
kenya2022_english-437,I hate Rao but I hate Ruto more. We as the kikuyus cannot let this conman [USER] to be president. We will suffer immensely. Oowee.😫,
kenya2022_english-438,[USER] Raila has been a nuisance in Kenya ever since those days. Am just glad that Ruto maintained the Jubilee votes. He has to send Raila home to Bondo,
kenya2022_english-439,Safe journey to and from. Remember to carry your weapon( BIBLE) with you🤣🤣🤣,
kenya2022_english-440,"RT [USER]: We're insignificant. It would be a terrible waste of resources to bomb Njoroge, a dunderhead who shouted Tano Tena and is n…",
kenya2022_english-441,"[USER] William Ruto has caused such a big panic he has to be stopped using all means. You all hope he goes back to the Hague, don't you?",
kenya2022_english-442,"[USER] We Kenyans are a messed up lot, we easily forget and follow blindly. Right now most will vote for the lesser evil, like Raila & Ruto are the only options",
kenya2022_english-443,"[USER] While you resist Uhuru fear Ruto.This country doesn't belong to two tribes.Kalenjins have ruled for 24 years,my muchumbe!",
kenya2022_english-444,[USER] Kenyans are safe in Babas hands and they know it . You can tweet an arm and a leg but my friend Ruto is going home.,
kenya2022_english-445,RT [USER]: [USER] was right about Raila Odinga. Mzee is an enemy of peace and democracy,
kenya2022_english-446,[USER] You are just a raila mole...if you believe you can win a political seat then join politics uone kivumbi,
kenya2022_english-447,[USER] Don't insult one of our able leader. What if we call your Ruto stupid would you be happy?,
kenya2022_english-448,"RT [USER]: #SaganaDeclaration Kikuyus, please tell them why you want Sick man Raila as President and a Kikuyu as Deputy President 😂😂😂 TE…",
kenya2022_english-449,RT [USER]: Ruto is a murderer who should be rotting in jail now Why would he want to kill our President #WhoWantsUhuruDead,
kenya2022_english-450,Why is Raila so intimidated by Wanjigi???? Involving the DCI is taking us back to the dark days ...,
kenya2022_english-451,RT [USER]: BREAKING: Chief Looter William Ruto fired as Jubilee Deputy Party Leader!   GOOOOOD!  #MbelePamoja #JubileeNiSisi #TheRe…,
kenya2022_english-452,"We want a friendly war with Uganda or Somalia once this Russia x Ukraine fever is over. [USER], [USER], #not even an inch of our territory. Add this to your manifesto's.",
kenya2022_english-453,"[USER] [USER] the president just said in sagana that he is working with Raila for the sake of peace. That's another way of saying no Raila , no peace, right? Meaning he recognizes Raila as the author of chaos who must be appeased.",
kenya2022_english-454,"RT [USER]: After kicking out Ruto-linked UDA sympathizers from Jubilee, the next phase is to ""chase them” out of Mt Kenya region and intr…",
kenya2022_english-455,Correction .You are delusional about it....Your own Mandela may be but not 'our' mandela. Sycophancy ni wewe.,
kenya2022_english-456,"Uhuru will certainly need a sagana 4,5,6 to be seen to say anything convincing against Ruto.",
kenya2022_english-457,"RT [USER]: Why are our Luhya brethren tools for spreading false, hateful and inciteful messages? Stanley Livondo & Cyrus Jirongo s…",
kenya2022_english-458,RT [USER]: So Itumbi  saying Ruto wanted to be killed was a reverse psychology after their evil attempts to kill Uhuru failed. 🤣🤣🤣,
kenya2022_english-459,"These are Luos. The Sagana 3 was meant to address the Luo community. The entire Mountain is behind its kingpin, Dr. William Ruto.",
kenya2022_english-460,[USER] When u see a Luo what else do u expect? Kisiis and kikuyus in the USA are eagerly waiting for William Ruto and any omena zombie there should give us a break.,
kenya2022_english-461,"You told us handshake was not about 2022, you told us Ruto has proven track record... shall we believe you Mr president??? Next time you will tell us Ruto is female",
kenya2022_english-462,"Kikuyus must be reminded that Ruto do not want them in Rift Valley. That they should go back to their ancestral lands in Murang'a, Nyeri, Kiambu....",
kenya2022_english-463,"The ideal situation is for the young to succeed the old but in Kenya, we choose to do the opposite. Our youth are not the future but the past!",
kenya2022_english-464,"If Wanjigi,a dynasty, isn't safe before the unholy duo messing up the government then who is?",
kenya2022_english-465,Luos voted for Kibaki because Raila told them to. Kalenjins voted for Raila in 2007 because Ruto told them to. Now what is this mad cow from Nyando saying?,
kenya2022_english-466,"[USER] But this miguna [USER] doesnt know that he himself is a UDA project , making noise because Ruto promised him a ticket back to kenya. I wish that Canadian never comes back to Kenya .",
kenya2022_english-467,"If Uhuru who's been close to ruto ever since 2002 says he's unfit to rule, who're we to say otherwise?",
kenya2022_english-468,"🙃😃😀😀😀🤣😀🤣😀🤣😀😀😀🤣🤣😀🤣😀🤣😀🤣🤣🤣😀🤣🤣🤣🤣😀🤣🤣🤣,so it was UDA PROPAGANDA? 🤣🤣🤣🙄 I WON'T HAVE THOUGHT",
kenya2022_english-469,"You cannot maim, kill, grab, lie, steal from us & expect to lead us. No Ruto NO !",
kenya2022_english-470,RT [USER]: [USER] Nowadays I don't listen to you because you hate Raila with a passion,
kenya2022_english-471,[USER] [USER] Ruto hates Kikuyus and Luos.. He doesn't want to see them in any Government offices #JaokoVsRuto Jacob Oburu Odinga,
kenya2022_english-472,RT [USER]: Sagan 3 has caused a lot more verbal diarrhea in those THUGS called Tangatanga or UDA or wheelbarrow camp to the extent that t…,
kenya2022_english-473,RT [USER]: It's slippery for Ruto and his [USER] everywhere! Kenyans now demand to be paid to listen to him. He stole our money... H…,
kenya2022_english-474,"[USER] [USER] [USER] EIGHT PEOPLE, including two minors, killed in banditry attack in Kerio Valley, Tiaty West, Deputy County Commissioner Jackton Orieny confirms...  When is jubilee attacking Russia 🤣🤣",
kenya2022_english-475,[USER] is this true? I am laughing 😃 😀 😄 Walai these ladies are putting mzae where he belong...,
kenya2022_english-476,[USER] Then you expect me to address that stooge kingpin of yours with respect. Ng'ombe wa Ruto hii🚮,
kenya2022_english-477,RT [USER]: Some Kikuyus seem to have forgotten what Moi did to us. What he did to akina Matiba.   Now you think Moi was bad? Ruto is wor…,
kenya2022_english-478,[USER] [USER] [USER] Atleast since you joined UDA you enjoy free flights . Before you cohabited with ruto I almost felt that you were heaven sent leader but you're just like them,
kenya2022_english-479,RT [USER]: Kenyans ! Rally behind Double O’s Son ! He won’t be murdering and torturing you like that thug in neigboring Uganda !,
kenya2022_english-480,"When we say Raila ni mganga, We know what we are saying. Just look at what he has done to Uhuru. Now Uhuru has declared war on Churches #SaganaDeclaration",
kenya2022_english-481,[USER] [USER] [USER] The only stupid and useless person have ever seen before is miguna miguna....You will continue Hickling in Canada,
kenya2022_english-482,RT [USER]: Ruto's speeches are laced with bitterness and too much vitriol. The Sugoi thief is not fit to be even a chief,
kenya2022_english-483,"What those Nyeri women said about Raila yesterday is so bad bana, you can't hate a human being that much.",
kenya2022_english-484,"Raila, Ruto, Uhuru are all cut from the same cloth !",
kenya2022_english-485,[USER] A Kikuyu who can trust Ruto after what happened in kiambaa is only a paid Kikuyu,
kenya2022_english-486,[USER] [USER] Stop lying. You are a Ruto man. You supported them in 2017 when they were enjoying state power. Nobody stops you from hating Raila.,
kenya2022_english-487,"Stop giving us figures ,your the one in power and you can bring those figures down ,so don't brain wash Kenyans",
kenya2022_english-488,"[USER] [USER] [USER] [USER] [USER] This tangatanga zombie is speaking out of ignorance, Ruto will never be the president of Kenya.",
kenya2022_english-489,Engaging Ruto followers on matters politics means you have to at least shut some part of your brain and engage them like the dimwits they are.,
kenya2022_english-490,[USER] The worst thing is all these guys have one thing in common..chuki na Raila 😂😂😂..You support Ruto because u hate someone else.,
kenya2022_english-491,RT [USER]: Why is the DP obsessed in Killing our president? Is it because of handshake? Its now very clear Uhuru had a good reason…,
kenya2022_english-492,[USER] You're here thinking this is between Raila and Ruto?!? Are you even normal? This level of bootlicking is what drags us behind kila time🚮🚮,
kenya2022_english-493,[USER] is a goon hired by [USER] to humiliate 'unwanted' [USER] candidates.,
kenya2022_english-494,"In the world of politics,you win by telling the electorate what you'll do for them.  Or what your opponent won't do.  Stop telling us not to demonize Ruto;go ahead and demonize Raila too.",
kenya2022_english-495,"Luos must stop the presidential obsession. That nonsense has impoverished us, bestowed upon us a class of politicians who bite and sooth us with Raila conspiracies like rats. Safeguard our bottomline which is devolution!!",
kenya2022_english-496,[USER] You want me to believe that Raila is in govt & Ruto is an outsider? 🤣. You belong to Mathari.,
kenya2022_english-497,"[USER] Who will listen to prostitutes discussing bottle tops, holes & hammers, that's pure NONESENSE of them, Nowander Dp ruto formed a Sacco uplift their business.",
kenya2022_english-498,"[USER] [USER] Raila odinga would quote jay z by saying, "" been there done that, you niggas is late""",
kenya2022_english-499,Tell that bloody fool in simple terms! Wanjigi came in knowing very well his intentions were to disrupt and seek attention! He ran like a girl into a toilet! Mjinga,
kenya2022_english-500,[USER] The millions Kenyans you're talking of are bunch of idiots who doesn't know who Ruto is,
kenya2022_english-501,RT [USER]: Deathmongers [URL],
kenya2022_english-502,[USER] Shut up you Uncircumcised Philistine. [URL],
kenya2022_english-503,[USER] Shut up.... You think Raila is your equal... [URL],
kenya2022_english-504,[USER] DP Ruto will sink this nation... THINK ARAP! [URL],
kenya2022_english-505,Ruto will literally finish this country with his looting skills. #RutoReturnOurFood [URL],
kenya2022_english-506,Deathmongers [URL],
kenya2022_english-507,Expecting rise to the top in a bloody manner. #WhoWantsUhuruDead [URL],
kenya2022_english-508,This is a UDA blogger 🤣🤣🤣🤣🤣 [URL],
kenya2022_english-509,How can this granny squeeze a mans testicles to get to cassim 😅❗ [URL],
kenya2022_english-510,[USER] [USER] [USER] Pure conmanship in ODM a party full of hatred [URL],
kenya2022_english-511,"Uhuru to Kikuyus, ""your lives doesn't matter"" [URL]",
kenya2022_english-512,REASONS WHY RAILA HATE THE SOMALI COMMUNITY. [URL],
kenya2022_english-513,Ruto really hates Kenya. He has looted seriously.  #RutoReturnOurFood [URL],
kenya2022_english-514,Beyond the hysteria...there is nothing...you might benefit more than luos in Tinga's govt ![URL],
kenya2022_english-515,President Uhuru is really weakening Raila.....I Know UDA are happy to see this😂 [URL],
kenya2022_english-516,[USER] closing the mouths of Kenyans calling for #lowerthefoodprices  by calling them dogs [URL],
kenya2022_english-517,Ruto can fight corruption by using this Chinese system. 😁 [URL],
kenya2022_english-518,[USER] You are an Uncircumcised Philistine. [URL],
kenya2022_english-519,"Ghati should stop Woman Rep campaigns, will fix her in govt- Raila [URL]",
kenya2022_english-520,Dp Ruto Crying for mercy from KENYANS!..this GHOST worker can cry like a baby after LOOTING from us. [URL],
kenya2022_english-521,[USER] We blame Raila the evil old man. [URL],
kenya2022_english-522,Coconut head and company making sure our good president scored an own goal. [URL],
kenya2022_english-523,Watch this video carefully.  A replica of Ruto to Mt Kenya voters U can only rent a kikuyu [URL],
kenya2022_english-524,[USER] The Philistine will continue with Uhurus corruption. [URL],
kenya2022_english-525,"[USER] You unite for your own interest not Kenyans, look at what your handcheque brought to us [URL]",
kenya2022_english-526,[USER] Stop cursing our country Mzee mganga [URL],
kenya2022_english-527,[USER] Ruto wanted to kill our children because of school playground [URL],
kenya2022_english-528,[USER] Another opportunity to push Raila down our throats like Polio vaccine..Hawesmake #SaganaDeclaration [URL],
kenya2022_english-529,[USER] Very ungrateful and murderous soul Ruto is... [URL],
kenya2022_english-530,Ati National Leader? The Man Who Nominated 8 out 9 Cabinet Members from his BackYard and appointed 19 Kalenjins out of the 19 Senior Positions available as CEO'S and MDs of State Owned Parastatals ? Don't take Us as Fools Bwana or You think everybody thinks like Aden Duale ?,
kenya2022_english-531,[USER] [USER] [USER] How isili is becoming a slum full of apartments with 20 people  in one room.... It's really worrying tofauti ya isili na kibera ni simiti na matope tu... But all are slums,
kenya2022_english-532,[USER] [USER] [USER] Makali is like a lady who thinks she is beautiful and she is playing hard to get to men but in real sense she is ugly and no man wants to give her attention.. Let him feel free to vote for ruto,
kenya2022_english-533,"[USER] That is alie mr Ruto,Raila started politics when youre in university..fought many battles many which he win others were stolen,Raila is A king of politics in Africa,leave alone Uda brigade,.go slow my Bro.",
kenya2022_english-534,"[USER] [USER] [USER] Maskini Miguna doesn't to utter the words but let everyone know that he is a Ruto sympathiser hehe...so pathetic of him supporting someone he was vigorously against with in 2017-2018 election...talking of Morality, Miguna failed even teaching his own daughter of the adjective...",
kenya2022_english-535,"Oh Ruto will never be allowed to travel out of the country, oh Ruto has been completely blocked from even crossing even East African countries ..Oh Ruto is Corrupt, USA Govt will not allow him there.  AND BOOOM today morning Ruto is on his way to US,and later to UK🇬🇧.",
kenya2022_english-536,[USER] [USER] I agree. Ruto is a poor peasant who has earned his few thousand shillings in return for HONEST tireless sweat.  To imagine that there's a time the whole country was brainwashed by the LIE that Kikuyus are sharp.  Kalenjins are by far much sharper!,
kenya2022_english-537,"[USER] [USER] [USER] Tomas,unaskie vile anasema,she will support ruto because he stood by Uhuru. No other reason. Isn't this the sorcery she's talking about?too blind while the writing is on the wall.",
kenya2022_english-538,"Never argue with a fool, onlookers may not be able to tell the difference   Mark Twain  Most of Ruto and Rao worshippers fall in this warning   I will ignore you till after elections when the erection of your brain will face down",
kenya2022_english-539,"Mois, Odingas, kenyattas, and Jirongos sharing a platform, just to shout "" Ruto is THIEF""  🙆🙆🙆🙆  Sons and daughters of HOME GUARDS are jokers 🤭",
kenya2022_english-540,[USER] So no Raila no peace? Is that the message he's passing across? Let's be careful with thos 'baba' leadership,
kenya2022_english-541,"[USER] Have never understood why some cows reason like this always, supporting Raila who is outsider isn't demeaning luhyas, while supporting Ruto a non luhya married to luhya wife is demeaning. Between Ruto and Raila Nani shemeji ki ukweli? Only cows are allowed to answer",
kenya2022_english-542,"[USER] [USER] [USER] 2013 : Odinga is evil and not good for kenya.  But ruto was my brother and a performer. 2022 : Odinga a saint and good but Ruto a mkora and a thieve. So who is fooling who? Uhuru is the evil, selfish, self centred, a user, a betrayer and worse than hitler.",
kenya2022_english-543,"[USER] Selling government Project Kitendawili is  like ""selling Pork at Mecca City"". The Mountain Huslers are already Rutonated. 👌 The  Churches That Prayed for You & Men of God, Ur now Deputy Jesus Charging them & Deciding Which Money 💰 they Should & Not Receive. Leave God Alone. ⚠️",
kenya2022_english-544,"Doing the right thing will make Raila loose very early in this election, it seems that the blood we've lost for your husband is nothing.still talking about bad deeds for votes...Odinga's never learn. Probably after 2022 we will all be free from the yoke and burden of failure",
kenya2022_english-545,"More reasons why the slaves are very happy. They think it is a bout them and keep shouting""The train has left the station"" morons the only train leaving the station is your poverty level gaining momentum",
